Ticker,Statistic,Date,Value
NUE,Market Cap (intraday),2024-02-01,41000000000.0
NUE,Enterprise Value,2024-02-01,40970000000.0
NUE,Trailing P/E,2024-02-01,8.44
NUE,Forward P/E,2024-02-01,11.71
NUE,Price/Sales (ttm),2024-02-01,1.18
NUE,Price/Book (mrq),2024-02-01,2.0
NUE,Enterprise Value/Revenue,2024-02-01,1.15
NUE,Enterprise Value/EBITDA,2024-02-01,5.14
WMB,Market Cap (intraday),2024-02-01,41190000000.0
WMB,Enterprise Value,2024-02-01,64800000000.0
WMB,Trailing P/E,2024-02-01,14.85
WMB,Forward P/E,2024-02-01,17.79
WMB,PEG Ratio (5 yr expected),2024-02-01,1.66
WMB,Price/Sales (ttm),2024-02-01,3.75
WMB,Price/Book (mrq),2024-02-01,3.49
WMB,Enterprise Value/Revenue,2024-02-01,5.86
WMB,Enterprise Value/EBITDA,2024-02-01,9.18
MSCI,Market Cap (intraday),2024-02-01,43810000000.0
MSCI,Enterprise Value,2024-02-01,47520000000.0
MSCI,Trailing P/E,2024-02-01,46.2
MSCI,Forward P/E,2024-02-01,37.17
MSCI,PEG Ratio (5 yr expected),2024-02-01,2.56
MSCI,Price/Sales (ttm),2024-02-01,18.37
MSCI,Enterprise Value/Revenue,2024-02-01,19.68
MSCI,Enterprise Value/EBITDA,2024-02-01,31.69
TRV,Market Cap (intraday),2024-02-01,48300000000.0
TRV,Enterprise Value,2024-02-01,55680000000.0
TRV,Trailing P/E,2024-02-01,16.55
TRV,Forward P/E,2024-02-01,12.38
TRV,PEG Ratio (5 yr expected),2024-02-01,0.7
TRV,Price/Sales (ttm),2024-02-01,1.19
TRV,Price/Book (mrq),2024-02-01,1.94
TRV,Enterprise Value/Revenue,2024-02-01,1.39
LEN,Market Cap (intraday),2024-02-01,42750000000.0
LEN,Enterprise Value,2024-02-01,39300000000.0
LEN,Trailing P/E,2024-02-01,11.06
LEN,Forward P/E,2024-02-01,10.64
LEN,PEG Ratio (5 yr expected),2024-02-01,1.28
LEN,Price/Sales (ttm),2024-02-01,1.26
LEN,Price/Book (mrq),2024-02-01,1.62
LEN,Enterprise Value/Revenue,2024-02-01,1.15
LEN,Enterprise Value/EBITDA,2024-02-01,7.14
GWW,Market Cap (intraday),2024-02-01,42880000000.0
GWW,Enterprise Value,2024-02-01,45010000000.0
GWW,Trailing P/E,2024-02-01,24.09
GWW,Forward P/E,2024-02-01,22.27
GWW,PEG Ratio (5 yr expected),2024-02-01,2.26
GWW,Price/Sales (ttm),2024-02-01,2.67
GWW,Price/Book (mrq),2024-02-01,13.88
GWW,Enterprise Value/Revenue,2024-02-01,2.76
GWW,Enterprise Value/EBITDA,2024-02-01,16.09
IQV,Market Cap (intraday),2024-02-01,39310000000.0
IQV,Enterprise Value,2024-02-01,51820000000.0
IQV,Trailing P/E,2024-02-01,36.14
IQV,Forward P/E,2024-02-01,19.27
IQV,PEG Ratio (5 yr expected),2024-02-01,1.87
IQV,Price/Sales (ttm),2024-02-01,2.72
IQV,Price/Book (mrq),2024-02-01,6.77
IQV,Enterprise Value/Revenue,2024-02-01,3.49
IQV,Enterprise Value/EBITDA,2024-02-01,16.47
O,Market Cap (intraday),2024-02-01,40920000000.0
O,Enterprise Value,2024-02-01,61500000000.0
O,Trailing P/E,2024-02-01,42.82
O,Forward P/E,2024-02-01,43.48
O,PEG Ratio (5 yr expected),2024-02-01,7.29
O,Price/Sales (ttm),2024-02-01,9.73
O,Price/Book (mrq),2024-02-01,1.29
O,Enterprise Value/Revenue,2024-02-01,15.8
O,Enterprise Value/EBITDA,2024-02-01,17.99
KMB,Market Cap (intraday),2024-02-01,41490000000.0
KMB,Enterprise Value,2024-02-01,48770000000.0
KMB,Trailing P/E,2024-02-01,23.61
KMB,Forward P/E,2024-02-01,17.54
KMB,PEG Ratio (5 yr expected),2024-02-01,2.1
KMB,Price/Sales (ttm),2024-02-01,2.04
KMB,Price/Book (mrq),2024-02-01,61.01
KMB,Enterprise Value/Revenue,2024-02-01,2.39
KMB,Enterprise Value/EBITDA,2024-02-01,15.85
D,Market Cap (intraday),2024-02-01,37920000000.0
D,Enterprise Value,2024-02-01,81460000000.0
D,Trailing P/E,2024-02-01,15.06
D,Forward P/E,2024-02-01,14.31
D,Price/Sales (ttm),2024-02-01,2.12
D,Price/Book (mrq),2024-02-01,1.44
D,Enterprise Value/Revenue,2024-02-01,4.55
D,Enterprise Value/EBITDA,2024-02-01,10.35
A,Market Cap (intraday),2024-02-01,38450000000.0
A,Enterprise Value,2024-02-01,39590000000.0
A,Trailing P/E,2024-02-01,31.32
A,Forward P/E,2024-02-01,23.92
A,PEG Ratio (5 yr expected),2024-02-01,2.52
A,Price/Sales (ttm),2024-02-01,5.68
A,Price/Book (mrq),2024-02-01,6.58
A,Enterprise Value/Revenue,2024-02-01,5.79
A,Enterprise Value/EBITDA,2024-02-01,23.22
KVUE,Market Cap (intraday),2024-02-01,39660000000.0
KVUE,Enterprise Value,2024-02-01,46950000000.0
KVUE,Trailing P/E,2024-02-01,36.42
KVUE,Forward P/E,2024-02-01,16.31
KVUE,Price/Sales (ttm),2024-02-01,2.55
KVUE,Price/Book (mrq),2024-02-01,3.64
KVUE,Enterprise Value/Revenue,2024-02-01,3.02
KVUE,Enterprise Value/EBITDA,2024-02-01,15.91
COR,Market Cap (intraday),2024-02-01,43530000000.0
COR,Enterprise Value,2024-02-01,45730000000.0
COR,Trailing P/E,2024-02-01,25.59
COR,Forward P/E,2024-02-01,16.92
COR,PEG Ratio (5 yr expected),2024-02-01,2.68
COR,Price/Sales (ttm),2024-02-01,0.17
COR,Price/Book (mrq),2024-02-01,83.39
COR,Enterprise Value/Revenue,2024-02-01,0.17
COR,Enterprise Value/EBITDA,2024-02-01,13.38
DLR,Market Cap (intraday),2024-02-01,41590000000.0
DLR,Enterprise Value,2024-02-01,59540000000.0
DLR,Trailing P/E,2024-02-01,47.52
DLR,Forward P/E,2024-02-01,101.01
DLR,PEG Ratio (5 yr expected),2024-02-01,3.19
DLR,Price/Sales (ttm),2024-02-01,7.9
DLR,Price/Book (mrq),2024-02-01,2.38
DLR,Enterprise Value/Revenue,2024-02-01,11.15
DLR,Enterprise Value/EBITDA,2024-02-01,19.63
CNC,Market Cap (intraday),2024-02-01,39610000000.0
CNC,Enterprise Value,2024-02-01,38290000000.0
CNC,Trailing P/E,2024-02-01,16.44
CNC,Forward P/E,2024-02-01,10.87
CNC,PEG Ratio (5 yr expected),2024-02-01,0.44
CNC,Price/Sales (ttm),2024-02-01,0.27
CNC,Price/Book (mrq),2024-02-01,1.57
CNC,Enterprise Value/Revenue,2024-02-01,0.26
CNC,Enterprise Value/EBITDA,2024-02-01,6.62
LHX,Market Cap (intraday),2024-02-01,38820000000.0
LHX,Enterprise Value,2024-02-01,52590000000.0
LHX,Trailing P/E,2024-02-01,26.36
LHX,Forward P/E,2024-02-01,15.22
LHX,PEG Ratio (5 yr expected),2024-02-01,0.72
LHX,Price/Sales (ttm),2024-02-01,2.1
LHX,Price/Book (mrq),2024-02-01,2.09
LHX,Enterprise Value/Revenue,2024-02-01,2.82
LHX,Enterprise Value/EBITDA,2024-02-01,16.53
OKE,Market Cap (intraday),2024-02-01,40800000000.0
OKE,Enterprise Value,2024-02-01,62580000000.0
OKE,Trailing P/E,2024-02-01,12.88
OKE,Forward P/E,2024-02-01,13.93
OKE,PEG Ratio (5 yr expected),2024-02-01,1.45
OKE,Price/Sales (ttm),2024-02-01,1.81
OKE,Price/Book (mrq),2024-02-01,2.5
OKE,Enterprise Value/Revenue,2024-02-01,3.58
OKE,Enterprise Value/EBITDA,2024-02-01,13.58
KMI,Market Cap (intraday),2024-02-01,38230000000.0
KMI,Enterprise Value,2024-02-01,69150000000.0
KMI,Trailing P/E,2024-02-01,15.78
KMI,Forward P/E,2024-02-01,13.14
KMI,PEG Ratio (5 yr expected),2024-02-01,2.09
KMI,Price/Sales (ttm),2024-02-01,2.43
KMI,Price/Book (mrq),2024-02-01,1.26
KMI,Enterprise Value/Revenue,2024-02-01,4.36
KMI,Enterprise Value/EBITDA,2024-02-01,10.66
AMP,Market Cap (intraday),2024-02-01,38620000000.0
AMP,Enterprise Value,2024-02-01,37500000000.0
AMP,Trailing P/E,2024-02-01,18.4
AMP,Forward P/E,2024-02-01,11.79
AMP,PEG Ratio (5 yr expected),2024-02-01,1.4
AMP,Price/Sales (ttm),2024-02-01,2.74
AMP,Price/Book (mrq),2024-02-01,10.1
AMP,Enterprise Value/Revenue,2024-02-01,2.46
ADM,Market Cap (intraday),2024-02-01,36370000000.0
ADM,Enterprise Value,2024-02-01,44370000000.0
ADM,Trailing P/E,2024-02-01,9.48
ADM,Forward P/E,2024-02-01,10.16
ADM,Price/Sales (ttm),2024-02-01,0.39
ADM,Price/Book (mrq),2024-02-01,1.44
ADM,Enterprise Value/Revenue,2024-02-01,0.46
ADM,Enterprise Value/EBITDA,2024-02-01,6.91
GIS,Market Cap (intraday),2024-02-01,35860000000.0
GIS,Enterprise Value,2024-02-01,47920000000.0
GIS,Trailing P/E,2024-02-01,15.36
GIS,Forward P/E,2024-02-01,14.1
GIS,PEG Ratio (5 yr expected),2024-02-01,1.93
GIS,Price/Sales (ttm),2024-02-01,1.85
GIS,Price/Book (mrq),2024-02-01,3.82
GIS,Enterprise Value/Revenue,2024-02-01,2.37
GIS,Enterprise Value/EBITDA,2024-02-01,10.71
URI,Market Cap (intraday),2024-02-01,38770000000.0
URI,Enterprise Value,2024-02-01,51410000000.0
URI,Trailing P/E,2024-02-01,16.63
URI,Forward P/E,2024-02-01,13.28
URI,PEG Ratio (5 yr expected),2024-02-01,1.45
URI,Price/Sales (ttm),2024-02-01,2.85
URI,Price/Book (mrq),2024-02-01,5.0
URI,Enterprise Value/Revenue,2024-02-01,3.7
URI,Enterprise Value/EBITDA,2024-02-01,7.94
CEG,Market Cap (intraday),2024-02-01,36560000000.0
CEG,Enterprise Value,2024-02-01,42820000000.0
CEG,Trailing P/E,2024-02-01,21.97
CEG,Forward P/E,2024-02-01,18.83
CEG,Price/Sales (ttm),2024-02-01,1.41
CEG,Price/Book (mrq),2024-02-01,3.13
CEG,Enterprise Value/Revenue,2024-02-01,1.62
CEG,Enterprise Value/EBITDA,2024-02-01,12.4
CTSH,Market Cap (intraday),2024-02-01,38540000000.0
CTSH,Enterprise Value,2024-02-01,37620000000.0
CTSH,Trailing P/E,2024-02-01,18.75
CTSH,Forward P/E,2024-02-01,16.45
CTSH,PEG Ratio (5 yr expected),2024-02-01,1.55
CTSH,Price/Sales (ttm),2024-02-01,2.01
CTSH,Price/Book (mrq),2024-02-01,2.99
CTSH,Enterprise Value/Revenue,2024-02-01,1.94
CTSH,Enterprise Value/EBITDA,2024-02-01,11.23
DOW,Market Cap (intraday),2024-02-01,37040000000.0
DOW,Enterprise Value,2024-02-01,50230000000.0
DOW,Trailing P/E,2024-02-01,28.7
DOW,Forward P/E,2024-02-01,16.0
DOW,PEG Ratio (5 yr expected),2024-02-01,5.39
DOW,Price/Sales (ttm),2024-02-01,0.82
DOW,Price/Book (mrq),2024-02-01,1.89
DOW,Enterprise Value/Revenue,2024-02-01,1.1
DOW,Enterprise Value/EBITDA,2024-02-01,9.65
AME,Market Cap (intraday),2024-02-01,37400000000.0
AME,Enterprise Value,2024-02-01,38720000000.0
AME,Trailing P/E,2024-02-01,29.35
AME,Forward P/E,2024-02-01,23.98
AME,PEG Ratio (5 yr expected),2024-02-01,2.4
AME,Price/Sales (ttm),2024-02-01,5.77
AME,Price/Book (mrq),2024-02-01,4.48
AME,Enterprise Value/Revenue,2024-02-01,5.96
AME,Enterprise Value/EBITDA,2024-02-01,19.52
HSY,Market Cap (intraday),2024-02-01,38950000000.0
HSY,Enterprise Value,2024-02-01,43710000000.0
HSY,Trailing P/E,2024-02-01,20.52
HSY,Forward P/E,2024-02-01,18.8
HSY,PEG Ratio (5 yr expected),2024-02-01,3.05
HSY,Price/Sales (ttm),2024-02-01,3.51
HSY,Price/Book (mrq),2024-02-01,9.82
HSY,Enterprise Value/Revenue,2024-02-01,3.92
HSY,Enterprise Value/EBITDA,2024-02-01,15.74
PRU,Market Cap (intraday),2024-02-01,37340000000.0
PRU,Enterprise Value,2024-02-01,52350000000.0
PRU,Trailing P/E,2024-02-01,29.22
PRU,Forward P/E,2024-02-01,7.98
PRU,Price/Sales (ttm),2024-02-01,0.69
PRU,Price/Book (mrq),2024-02-01,1.45
PRU,Enterprise Value/Revenue,2024-02-01,0.95
EA,Market Cap (intraday),2024-02-01,37040000000.0
EA,Enterprise Value,2024-02-01,36690000000.0
EA,Trailing P/E,2024-02-01,37.94
EA,Forward P/E,2024-02-01,18.05
EA,PEG Ratio (5 yr expected),2024-02-01,0.97
EA,Price/Sales (ttm),2024-02-01,4.98
EA,Price/Book (mrq),2024-02-01,4.89
EA,Enterprise Value/Revenue,2024-02-01,4.83
EA,Enterprise Value/EBITDA,2024-02-01,18.95
PCG,Market Cap (intraday),2024-02-01,42990000000.0
PCG,Enterprise Value,2024-02-01,98360000000.0
PCG,Trailing P/E,2024-02-01,19.65
PCG,Forward P/E,2024-02-01,12.52
PCG,PEG Ratio (5 yr expected),2024-02-01,1.38
PCG,Price/Sales (ttm),2024-02-01,1.59
PCG,Price/Book (mrq),2024-02-01,1.78
PCG,Enterprise Value/Revenue,2024-02-01,4.32
PCG,Enterprise Value/EBITDA,2024-02-01,15.48
FAST,Market Cap (intraday),2024-02-01,39660000000.0
FAST,Enterprise Value,2024-02-01,39970000000.0
FAST,Trailing P/E,2024-02-01,34.32
FAST,Forward P/E,2024-02-01,32.26
FAST,PEG Ratio (5 yr expected),2024-02-01,3.77
FAST,Price/Sales (ttm),2024-02-01,5.41
FAST,Price/Book (mrq),2024-02-01,11.84
FAST,Enterprise Value/Revenue,2024-02-01,5.44
FAST,Enterprise Value/EBITDA,2024-02-01,23.37
SYY,Market Cap (intraday),2024-02-01,37930000000.0
SYY,Enterprise Value,2024-02-01,49060000000.0
SYY,Trailing P/E,2024-02-01,21.19
SYY,Forward P/E,2024-02-01,17.18
SYY,PEG Ratio (5 yr expected),2024-02-01,1.53
SYY,Price/Sales (ttm),2024-02-01,0.5
SYY,Price/Book (mrq),2024-02-01,17.84
SYY,Enterprise Value/Revenue,2024-02-01,0.64
SYY,Enterprise Value/EBITDA,2024-02-01,12.92
OTIS,Market Cap (intraday),2024-02-01,35920000000.0
OTIS,Enterprise Value,2024-02-01,41990000000.0
OTIS,Trailing P/E,2024-02-01,26.52
OTIS,Forward P/E,2024-02-01,22.37
OTIS,PEG Ratio (5 yr expected),2024-02-01,1.93
OTIS,Price/Sales (ttm),2024-02-01,2.61
OTIS,Enterprise Value/Revenue,2024-02-01,2.99
OTIS,Enterprise Value/EBITDA,2024-02-01,17.89
YUM,Market Cap (intraday),2024-02-01,37080000000.0
YUM,Enterprise Value,2024-02-01,47950000000.0
YUM,Trailing P/E,2024-02-01,25.15
YUM,Forward P/E,2024-02-01,22.47
YUM,PEG Ratio (5 yr expected),2024-02-01,1.88
YUM,Price/Sales (ttm),2024-02-01,5.36
YUM,Enterprise Value/Revenue,2024-02-01,6.79
YUM,Enterprise Value/EBITDA,2024-02-01,19.61
JCI,Market Cap (intraday),2024-02-01,36870000000.0
JCI,Enterprise Value,2024-02-01,44880000000.0
JCI,Trailing P/E,2024-02-01,20.14
JCI,Forward P/E,2024-02-01,14.84
JCI,PEG Ratio (5 yr expected),2024-02-01,1.03
JCI,Price/Sales (ttm),2024-02-01,1.39
JCI,Price/Book (mrq),2024-02-01,2.23
JCI,Enterprise Value/Revenue,2024-02-01,1.68
JCI,Enterprise Value/EBITDA,2024-02-01,15.81
ALL,Market Cap (intraday),2024-02-01,40530000000.0
ALL,Enterprise Value,2024-02-01,49620000000.0
ALL,Forward P/E,2024-02-01,12.42
ALL,Price/Sales (ttm),2024-02-01,0.73
ALL,Price/Book (mrq),2024-02-01,3.22
ALL,Enterprise Value/Revenue,2024-02-01,0.89
BIIB,Market Cap (intraday),2024-02-01,36220000000.0
BIIB,Enterprise Value,2024-02-01,41650000000.0
BIIB,Trailing P/E,2024-02-01,24.85
BIIB,Forward P/E,2024-02-01,15.22
BIIB,PEG Ratio (5 yr expected),2024-02-01,6.24
BIIB,Price/Sales (ttm),2024-02-01,3.64
BIIB,Price/Book (mrq),2024-02-01,2.5
BIIB,Enterprise Value/Revenue,2024-02-01,4.17
BIIB,Enterprise Value/EBITDA,2024-02-01,18.0
ON,Market Cap (intraday),2024-02-01,31820000000.0
ON,Enterprise Value,2024-02-01,32619999999.999996
ON,Trailing P/E,2024-02-01,14.89
ON,Forward P/E,2024-02-01,15.27
ON,PEG Ratio (5 yr expected),2024-02-01,1.46
ON,Price/Sales (ttm),2024-02-01,3.98
ON,Price/Book (mrq),2024-02-01,4.25
ON,Enterprise Value/Revenue,2024-02-01,3.91
ON,Enterprise Value/EBITDA,2024-02-01,9.72
CSGP,Market Cap (intraday),2024-02-01,33619999999.999996
CSGP,Enterprise Value,2024-02-01,29490000000.0
CSGP,Trailing P/E,2024-02-01,83.15
CSGP,Forward P/E,2024-02-01,68.97
CSGP,PEG Ratio (5 yr expected),2024-02-01,3.28
CSGP,Price/Sales (ttm),2024-02-01,14.01
CSGP,Price/Book (mrq),2024-02-01,4.66
CSGP,Enterprise Value/Revenue,2024-02-01,12.35
CSGP,Enterprise Value/EBITDA,2024-02-01,66.01
LVS,Market Cap (intraday),2024-02-01,36800000000.0
LVS,Enterprise Value,2024-02-01,45620000000.0
LVS,Trailing P/E,2024-02-01,56.15
LVS,Forward P/E,2024-02-01,16.72
LVS,PEG Ratio (5 yr expected),2024-02-01,1.22
LVS,Price/Sales (ttm),2024-02-01,4.37
LVS,Price/Book (mrq),2024-02-01,8.08
LVS,Enterprise Value/Revenue,2024-02-01,5.32
LVS,Enterprise Value/EBITDA,2024-02-01,15.67
FIS,Market Cap (intraday),2024-02-01,35470000000.0
FIS,Enterprise Value,2024-02-01,53660000000.0
FIS,Forward P/E,2024-02-01,12.94
FIS,PEG Ratio (5 yr expected),2024-02-01,1.26
FIS,Price/Sales (ttm),2024-02-01,2.42
FIS,Price/Book (mrq),2024-02-01,1.82
FIS,Enterprise Value/Revenue,2024-02-01,3.66
FIS,Enterprise Value/EBITDA,2024-02-01,-4.22
PPG,Market Cap (intraday),2024-02-01,33340000000.000004
PPG,Enterprise Value,2024-02-01,39070000000.0
PPG,Trailing P/E,2024-02-01,26.43
PPG,Forward P/E,2024-02-01,16.72
PPG,PEG Ratio (5 yr expected),2024-02-01,1.45
PPG,Price/Sales (ttm),2024-02-01,1.84
PPG,Enterprise Value/Revenue,2024-02-01,2.14
PPG,Enterprise Value/EBITDA,2024-02-01,15.3
IT,Market Cap (intraday),2024-02-01,36240000000.0
IT,Enterprise Value,2024-02-01,37980000000.0
IT,Trailing P/E,2024-02-01,39.97
IT,Forward P/E,2024-02-01,35.97
IT,Price/Sales (ttm),2024-02-01,6.38
IT,Price/Book (mrq),2024-02-01,63.95
IT,Enterprise Value/Revenue,2024-02-01,6.52
IT,Enterprise Value/EBITDA,2024-02-01,25.78
ROK,Market Cap (intraday),2024-02-01,34770000000.0
ROK,Enterprise Value,2024-02-01,37030000000.0
ROK,Trailing P/E,2024-02-01,25.39
ROK,Forward P/E,2024-02-01,23.2
ROK,PEG Ratio (5 yr expected),2024-02-01,2.41
ROK,Price/Sales (ttm),2024-02-01,3.87
ROK,Price/Book (mrq),2024-02-01,9.76
ROK,Enterprise Value/Revenue,2024-02-01,4.09
ROK,Enterprise Value/EBITDA,2024-02-01,18.57
VRSK,Market Cap (intraday),2024-02-01,34820000000.0
VRSK,Enterprise Value,2024-02-01,37490000000.0
VRSK,Trailing P/E,2024-02-01,45.05
VRSK,Forward P/E,2024-02-01,36.23
VRSK,PEG Ratio (5 yr expected),2024-02-01,2.53
VRSK,Price/Sales (ttm),2024-02-01,13.69
VRSK,Price/Book (mrq),2024-02-01,90.55
VRSK,Enterprise Value/Revenue,2024-02-01,14.23
VRSK,Enterprise Value/EBITDA,2024-02-01,26.48
XEL,Market Cap (intraday),2024-02-01,32830000000.0
XEL,Enterprise Value,2024-02-01,59360000000.0
XEL,Trailing P/E,2024-02-01,18.83
XEL,Forward P/E,2024-02-01,16.67
XEL,PEG Ratio (5 yr expected),2024-02-01,2.63
XEL,Price/Sales (ttm),2024-02-01,2.21
XEL,Price/Book (mrq),2024-02-01,1.9
XEL,Enterprise Value/Revenue,2024-02-01,4.01
XEL,Enterprise Value/EBITDA,2024-02-01,11.65
CMI,Market Cap (intraday),2024-02-01,32490000000.000004
CMI,Enterprise Value,2024-02-01,37620000000.0
CMI,Trailing P/E,2024-02-01,11.68
CMI,Forward P/E,2024-02-01,11.88
CMI,PEG Ratio (5 yr expected),2024-02-01,1.73
CMI,Price/Sales (ttm),2024-02-01,0.98
CMI,Price/Book (mrq),2024-02-01,3.05
CMI,Enterprise Value/Revenue,2024-02-01,1.13
CMI,Enterprise Value/EBITDA,2024-02-01,7.52
EXC,Market Cap (intraday),2024-02-01,34890000000.0
EXC,Enterprise Value,2024-02-01,77780000000.0
EXC,Trailing P/E,2024-02-01,16.3
EXC,Forward P/E,2024-02-01,14.37
EXC,PEG Ratio (5 yr expected),2024-02-01,2.5
EXC,Price/Sales (ttm),2024-02-01,1.66
EXC,Price/Book (mrq),2024-02-01,1.37
EXC,Enterprise Value/Revenue,2024-02-01,3.7
EXC,Enterprise Value/EBITDA,2024-02-01,10.26
BKR,Market Cap (intraday),2024-02-01,30890000000.0
BKR,Enterprise Value,2024-02-01,34350000000.0
BKR,Trailing P/E,2024-02-01,18.38
BKR,Forward P/E,2024-02-01,14.9
BKR,Price/Sales (ttm),2024-02-01,1.26
BKR,Price/Book (mrq),2024-02-01,2.03
BKR,Enterprise Value/Revenue,2024-02-01,1.4
BKR,Enterprise Value/EBITDA,2024-02-01,9.08
GEHC,Market Cap (intraday),2024-02-01,33740000000.000004
GEHC,Enterprise Value,2024-02-01,41590000000.0
GEHC,Trailing P/E,2024-02-01,21.99
GEHC,Forward P/E,2024-02-01,17.12
GEHC,PEG Ratio (5 yr expected),2024-02-01,17.12
GEHC,Price/Sales (ttm),2024-02-01,1.75
GEHC,Price/Book (mrq),2024-02-01,4.73
GEHC,Enterprise Value/Revenue,2024-02-01,2.16
GEHC,Enterprise Value/EBITDA,2024-02-01,11.67
CTVA,Market Cap (intraday),2024-02-01,32140000000.0
CTVA,Enterprise Value,2024-02-01,35670000000.0
CTVA,Trailing P/E,2024-02-01,29.04
CTVA,Forward P/E,2024-02-01,15.15
CTVA,PEG Ratio (5 yr expected),2024-02-01,0.95
CTVA,Price/Sales (ttm),2024-02-01,1.88
CTVA,Price/Book (mrq),2024-02-01,1.27
CTVA,Enterprise Value/Revenue,2024-02-01,2.06
CTVA,Enterprise Value/EBITDA,2024-02-01,13.6
GPN,Market Cap (intraday),2024-02-01,33710000000.0
GPN,Enterprise Value,2024-02-01,49130000000.0
GPN,Trailing P/E,2024-02-01,39.47
GPN,Forward P/E,2024-02-01,10.98
GPN,PEG Ratio (5 yr expected),2024-02-01,0.18
GPN,Price/Sales (ttm),2024-02-01,3.59
GPN,Price/Book (mrq),2024-02-01,1.5
GPN,Enterprise Value/Revenue,2024-02-01,5.19
GPN,Enterprise Value/EBITDA,2024-02-01,14.29
KR,Market Cap (intraday),2024-02-01,33049999999.999996
KR,Enterprise Value,2024-02-01,49970000000.0
KR,Trailing P/E,2024-02-01,17.88
KR,Forward P/E,2024-02-01,10.68
KR,PEG Ratio (5 yr expected),2024-02-01,1.74
KR,Price/Sales (ttm),2024-02-01,0.23
KR,Price/Book (mrq),2024-02-01,2.95
KR,Enterprise Value/Revenue,2024-02-01,0.34
KR,Enterprise Value/EBITDA,2024-02-01,7.46
MRNA,Market Cap (intraday),2024-02-01,38010000000.0
MRNA,Enterprise Value,2024-02-01,31890000000.0
MRNA,Trailing P/E,2024-02-01,7.06
MRNA,Price/Sales (ttm),2024-02-01,4.26
MRNA,Price/Book (mrq),2024-02-01,2.83
MRNA,Enterprise Value/Revenue,2024-02-01,3.51
MRNA,Enterprise Value/EBITDA,2024-02-01,-17.56
HAL,Market Cap (intraday),2024-02-01,30400000000.0
HAL,Enterprise Value,2024-02-01,37270000000.0
HAL,Trailing P/E,2024-02-01,11.67
HAL,Forward P/E,2024-02-01,9.83
HAL,PEG Ratio (5 yr expected),2024-02-01,0.98
HAL,Price/Sales (ttm),2024-02-01,1.35
HAL,Price/Book (mrq),2024-02-01,3.32
HAL,Enterprise Value/Revenue,2024-02-01,1.63
HAL,Enterprise Value/EBITDA,2024-02-01,7.76
VICI,Market Cap (intraday),2024-02-01,31620000000.0
VICI,Enterprise Value,2024-02-01,48640000000.0
VICI,Trailing P/E,2024-02-01,12.68
VICI,Forward P/E,2024-02-01,11.2
VICI,Price/Sales (ttm),2024-02-01,8.84
VICI,Price/Book (mrq),2024-02-01,1.31
VICI,Enterprise Value/Revenue,2024-02-01,14.1
VICI,Enterprise Value/EBITDA,2024-02-01,15.2
EXR,Market Cap (intraday),2024-02-01,31010000000.0
EXR,Enterprise Value,2024-02-01,41990000000.0
EXR,Trailing P/E,2024-02-01,27.69
EXR,Forward P/E,2024-02-01,27.4
EXR,PEG Ratio (5 yr expected),2024-02-01,15.86
EXR,Price/Sales (ttm),2024-02-01,9.82
EXR,Price/Book (mrq),2024-02-01,2.13
EXR,Enterprise Value/Revenue,2024-02-01,18.5
EXR,Enterprise Value/EBITDA,2024-02-01,25.83
NDAQ,Market Cap (intraday),2024-02-01,33390000000.0
NDAQ,Enterprise Value,2024-02-01,37900000000.0
NDAQ,Trailing P/E,2024-02-01,25.96
NDAQ,Forward P/E,2024-02-01,20.12
NDAQ,PEG Ratio (5 yr expected),2024-02-01,2.88
NDAQ,Price/Sales (ttm),2024-02-01,4.77
NDAQ,Price/Book (mrq),2024-02-01,5.16
NDAQ,Enterprise Value/Revenue,2024-02-01,6.32
NDAQ,Enterprise Value/EBITDA,2024-02-01,19.91
DD,Market Cap (intraday),2024-02-01,31690000000.0
DD,Enterprise Value,2024-02-01,38440000000.0
DD,Trailing P/E,2024-02-01,37.4
DD,Forward P/E,2024-02-01,18.55
DD,Price/Sales (ttm),2024-02-01,2.78
DD,Price/Book (mrq),2024-02-01,1.31
DD,Enterprise Value/Revenue,2024-02-01,3.13
DD,Enterprise Value/EBITDA,2024-02-01,13.25
PWR,Market Cap (intraday),2024-02-01,29410000000.0
PWR,Enterprise Value,2024-02-01,33350000000.0
PWR,Trailing P/E,2024-02-01,43.16
PWR,Forward P/E,2024-02-01,23.75
PWR,PEG Ratio (5 yr expected),2024-02-01,1.04
PWR,Price/Sales (ttm),2024-02-01,1.54
PWR,Price/Book (mrq),2024-02-01,4.91
PWR,Enterprise Value/Revenue,2024-02-01,1.71
PWR,Enterprise Value/EBITDA,2024-02-01,19.74
ED,Market Cap (intraday),2024-02-01,31020000000.0
ED,Enterprise Value,2024-02-01,54250000000.0
ED,Trailing P/E,2024-02-01,13.27
ED,Forward P/E,2024-02-01,16.84
ED,PEG Ratio (5 yr expected),2024-02-01,2.63
ED,Price/Sales (ttm),2024-02-01,2.07
ED,Price/Book (mrq),2024-02-01,1.47
ED,Enterprise Value/Revenue,2024-02-01,3.56
ED,Enterprise Value/EBITDA,2024-02-01,9.0
RCL,Market Cap (intraday),2024-02-01,32540000000.0
RCL,Enterprise Value,2024-02-01,52510000000.0
RCL,Trailing P/E,2024-02-01,38.72
RCL,Forward P/E,2024-02-01,13.87
RCL,Price/Sales (ttm),2024-02-01,2.67
RCL,Price/Book (mrq),2024-02-01,7.36
RCL,Enterprise Value/Revenue,2024-02-01,3.99
